form_number,document,field_name,field_type,required,context
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",INCENTIVE AMOUNT,Text Input,False,INCENTIVE AMOUNT: Incentive amount cannot exceed total
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",INFORMATION RELEASE,Text Input,False,INFORMATION RELEASE: Customer agrees that Energy Trust
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",Manufacturer,Text Input,False,Manufacturer : HSPF2: EER2: SEER 2:
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",Model,Text Input,False,Model: Serial # : Indoor Model:
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",PAYMENT,Text Input,False,"PAYMENT: Subject to funding availability, i ncentives will be paid"
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",PROOF OF PURCHASE,Text Input,False,PROOF OF PURCHASE: The invoice documentation
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",PROPERTY RIGHTS,Text Input,False,PROPERTY RIGHTS: Customer represents that Customer has the
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",Prefer to self -describe,Text Input,False,Prefer to self -describe : What is the primary language(s) used in your
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",R Value,Text Input,False,R Value: R- Duct system location: % of duct
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",Residence type,Text Input,False,Residence type: Single- family home Manufactured home
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",SAFETY AND BUILDING CODES,Text Input,False,"SAFETY AND BUILDING CODES: Customer represents that, with"
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",Thermostat Compressor control set,Text Input,False,Thermostat Compressor control set: ºF Auxiliary heat lockout set: ºF
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",Trade Ally ( Contractor ) Name and Signature,Signature,False,Customer signature Full name (please print and use same name as on invoice) Date Customer email address (application status updates are sent via email) Trade Ally ( Contractor ) Name and Signat
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",WORK QUALITY VERIFICATION,Text Input,False,WORK QUALITY VERIFICATION: Prior to any payment of
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",after,Text Input,False,after: (i) completion and/or installation of the energy -saving
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",amount listed on invoice,Text Input,False,amount listed on invoice: $
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",documentation accompanying this application,Text Input,False,documentation accompanying this application: (i) all products
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",the home has,Text Input,False,the home has: Gas f ireplace Hydronic (boiler) Electric b aseboard
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",•Contractor and customer signatures,Signature,False,"appl ication information, including: •Contractor and customer signatures •Invoices billing the customer for purchas e and i"
320ECHP,"042_Extended Capacity Heat Pump, Contractor Installed–Form 320ECHP (PDF).pdf",•Indoor Configuration,Text Input,False,•Indoor Configuration: Eligible systems configurations must include a central
320I,001_Residential Program Incentive guide – PI 320I (PDF).pdf,Power. Indoor Configuration,Text Input,False,Power. Indoor Configuration: Eligible systems configurations must include a central ducted system
320I-HP,003_PI 320I-HP (PDF).pdf,setting recommended by unit manufacturer when available. Indoor Configuration,Text Input,False,setting recommended by unit manufacturer when available. Indoor Configuration: Eligible
350CC,043_Customer Consent Form–Form 350CC (PDF).pdf,310SWR,Text Input,False,310SWR: Verification of Income Qualification and meet the
350CC,043_Customer Consent Form–Form 350CC (PDF).pdf,AUTHORIZATION,Text Input,False,AUTHORIZATION: This authorization form must be filled out
350CC,043_Customer Consent Form–Form 350CC (PDF).pdf,CUSTOMER,Text Input,False,CUSTOMER: The person signing this form is the Customer. By
350CC,043_Customer Consent Form–Form 350CC (PDF).pdf,Contractor Name and Signature,Signature,False,"Mailing Address (if different than site) Contractor Name and Signature By signing below, C ontractor certifies that this application and all accompanying documentation is complete and accurat"
350CC,043_Customer Consent Form–Form 350CC (PDF).pdf,Contractor signature Full name (please print) Date,Signature,False,with the Residential Specifications Manual . Contractor signature Full name (please print) Date Contractor company OCCB# or Washington License # Install date
350CC,043_Customer Consent Form–Form 350CC (PDF).pdf,Customer Name and Signature,Signature,False,"Phone 1.866.311.1822 ♦ Fax 1.866.516.7592 energytrust.org Customer Name and Signature By signing below, Customer agrees to the terms and conditions of this application and authorizes Contractor"
350CC,043_Customer Consent Form–Form 350CC (PDF).pdf,Customer signature Full name (please print and use same name as on invoice) Date,Signature,False,requirements to the Trade Ally and Customer is responsible for paying the remaining balance of the invoice. Customer signature Full name (please print and use same name as on invoi
350CC,043_Customer Consent Form–Form 350CC (PDF).pdf,DISCLAIMER / NO LIABILITY,Text Input,False,"DISCLAIMER / NO LIABILITY: Customer understands that,"
350CC,043_Customer Consent Form–Form 350CC (PDF).pdf,ELIGIBILITY,Text Input,False,ELIGIBILITY: Incentives for home heating upgrades are available
350CC,043_Customer Consent Form–Form 350CC (PDF).pdf,ENERGY INFORMATION RELEASE,Text Input,False,ENERGY INFORMATION RELEASE : Customer authorizes
350CC,043_Customer Consent Form–Form 350CC (PDF).pdf,INCENTIVE AMOUNT,Text Input,False,INCENTIVE AMOUNT: Incentive amount cannot exceed total
350CC,043_Customer Consent Form–Form 350CC (PDF).pdf,INFORMATION RELEASE,Text Input,False,INFORMATION RELEASE: Customer agrees that Energy Trust
350CC,043_Customer Consent Form–Form 350CC (PDF).pdf,MINIMUM VENTILATION,Text Input,False,MINIMUM VENTILATION: Customer may be notified by Contractor
350CC,043_Customer Consent Form–Form 350CC (PDF).pdf,PAYMENT,Text Input,False,"PAYMENT : Subject to availability, i ncentives will be paid after: (i)"
350CC,043_Customer Consent Form–Form 350CC (PDF).pdf,PROPERTY RIGHTS,Text Input,False,PROPERTY RIGHTS: Customer represents that Customer has the
350CC,043_Customer Consent Form–Form 350CC (PDF).pdf,WORK QUALITY AND INCOME VERIFICATION,Text Input,False,WORK QUALITY AND INCOME VERIFICATION: Prior to any work
350CC,043_Customer Consent Form–Form 350CC (PDF).pdf,"Yes, instant incentive amount listed on invoice",Text Input,False,"Yes, instant incentive amount listed on invoice: $"
350CC-ES,044_Formulario de Consentimiento y Autorización de Cliente–Formulario 350CC-ES en espanol (PDF).pdf,310SWR,Text Input,False,310SWR: Verificación de calificación por ingresos . Antes de recibir
350CC-ES,044_Formulario de Consentimiento y Autorización de Cliente–Formulario 350CC-ES en espanol (PDF).pdf,AUTORIZACIÓN,Text Input,False,AUTORIZACIÓN : Este formulario de autorización se debe llenar por
350CC-ES,044_Formulario de Consentimiento y Autorización de Cliente–Formulario 350CC-ES en espanol (PDF).pdf,CLIENTE,Text Input,False,CLIENTE: La persona que firma este formulario es el cliente. Al firmar
350CC-ES,044_Formulario de Consentimiento y Autorización de Cliente–Formulario 350CC-ES en espanol (PDF).pdf,Customer Name and Signature,Signature,False,"energytrust.org Nombre y firma del cliente Customer Name and Signature Con su firma, el cliente acepta los términos y condiciones de esta solicitud y autoriza al Aliado Comercial identificado ab"
350CC-ES,044_Formulario de Consentimiento y Autorización de Cliente–Formulario 350CC-ES en espanol (PDF).pdf,DERECHOS DE PROPIEDAD,Text Input,False,DERECHOS DE PROPIEDAD: El cliente declara que tiene derecho a
350CC-ES,044_Formulario de Consentimiento y Autorización de Cliente–Formulario 350CC-ES en espanol (PDF).pdf,ELEGIBILIDAD,Text Input,False,ELEGIBILIDAD: Los incentivos para medidas de ahorro de energía que
350CC-ES,044_Formulario de Consentimiento y Autorización de Cliente–Formulario 350CC-ES en espanol (PDF).pdf,Formulario 350CC- ES v2022.1 220328 Enviar formulario completado a,Text Input,False,Formulario 350CC- ES v2022.1 220328 Enviar formulario completado a: Página 1 de 2
350CC-ES,044_Formulario de Consentimiento y Autorización de Cliente–Formulario 350CC-ES en espanol (PDF).pdf,MONTO DEL INCENTIVO,Text Input,False,MONTO DEL INCENTIVO: El monto del incentivo no puede ser mayor
350CC-ES,044_Formulario de Consentimiento y Autorización de Cliente–Formulario 350CC-ES en espanol (PDF).pdf,PAGO,Text Input,False,PAGO : Los incentivos se pagarán luego de: (i) completar y/o instalar
350CC-ES,044_Formulario de Consentimiento y Autorización de Cliente–Formulario 350CC-ES en espanol (PDF).pdf,Trade Ally (Contractor) Name and Signature,Signature,False,Aliado Comercial (contratista) Nombre y firma (La información que sigue no se exige para Savings Within Reach (Ahorros al Alcance) ni Proyectos de instalación directa de Energy Trust). Trade Ally (
350CC-ES,044_Formulario de Consentimiento y Autorización de Cliente–Formulario 350CC-ES en espanol (PDF).pdf,VENTILACIÓN MÍNIMA,Text Input,False,VENTILACIÓN MÍNIMA: El contratista puede informar al cliente que la
350CC-ES,044_Formulario de Consentimiento y Autorización de Cliente–Formulario 350CC-ES en espanol (PDF).pdf,VERIFICACIÓN DE CALIDAD DE LA O BRA E INGRESOS,Text Input,False,VERIFICACIÓN DE CALIDAD DE LA O BRA E INGRESOS : Antes de
350CC-ES,044_Formulario de Consentimiento y Autorización de Cliente–Formulario 350CC-ES en espanol (PDF).pdf,formulario 310SWR,Text Input,False,formulario 310SWR: Verificación de calificación por ingresos y
350CC-ES,044_Formulario de Consentimiento y Autorización de Cliente–Formulario 350CC-ES en espanol (PDF).pdf,incentivos se indican en el siguiente sitio web,Text Input,False,incentivos se indican en el siguiente sitio web: www.energytrust.org
350CC-ES,044_Formulario de Consentimiento y Autorización de Cliente–Formulario 350CC-ES en espanol (PDF).pdf,on invoice,Text Input,False,on invoice: $
371CPF,005_HES_FM0371CPF.pdf,Authorized Signature,Signature,False,"suspension or termination. In particular but without limitation, Energy Trust will immediately terminate this Agreement if Participating Organization is found to have falsified paperwork. Participa"
371CPF,005_HES_FM0371CPF.pdf,Avista,Checkbox,False,☐ Avista
371CPF,005_HES_FM0371CPF.pdf,Cascade Natural Gas,Checkbox,False,☐ Cascade Natural Gas
371CPF,005_HES_FM0371CPF.pdf,DEQ,Checkbox,False,Department of Environmental Quality (State or Federal) Grants ☐ DEQ
371CPF,005_HES_FM0371CPF.pdf,NW Natural,Checkbox,False,Oregon Low Income Energy Efficiency (OLIEE) ☐ NW Natural
371CPF,005_HES_FM0371CPF.pdf,Name Signature Date,Signature,False,Optional: Participating Organization meets alternative insurance requirements as determin ed by Energy Trust Legal Energy Trust Approval Name Signature Date
371CPF,005_HES_FM0371CPF.pdf,Other Utility,Checkbox,False,☐ Other Utility
371CPF,005_HES_FM0371CPF.pdf,PGE,Checkbox,False,Energy Conservation Helping Oregonians (ECHO) ☐ PGE ☐ Pacific Power
371CPF,005_HES_FM0371CPF.pdf,Participating Organization,Text Input,False,Participating Organization : Community Partner Funding
371CPF,005_HES_FM0371CPF.pdf,Signature Date,Signature,False,Authorized representative Signature Date (printed name) Representative’s title Organization name
371CPF,005_HES_FM0371CPF.pdf,US EPA,Checkbox,False,Environmental Protection Agency Grants ☐ US EPA
371CPF,005_HES_FM0371CPF.pdf,US HUD,Checkbox,False,Home Investment Partnerships Program Funding (HOME) ☐ US HUD
371CPF,005_HES_FM0371CPF.pdf,USDA,Checkbox,False,Housing Preservation Grants ☐ USDA
371CPF,005_HES_FM0371CPF.pdf,USDOE,Checkbox,False,Weatherization Assistance Program (WAP) ☐ USDOE
371CPF,005_HES_FM0371CPF.pdf,USHHS,Checkbox,False,Low Income Home Energy Assistance Program (LIHEAP) ☐ USHHS
371CPF,005_HES_FM0371CPF.pdf,USHUD,Checkbox,False,Community Development Block Grants ☐ USHUD
371CPF-A,006_BEM_FM0371CPF-A.pdf,Authorized Signature,Signature,False,"5. All other terms and conditions of the Form 3 71CPF Agreement remain in full force and effect. Authorized Signature By signing below, I represent to Energy Trust that (i) I am duly authorize"
371CPF-A,006_BEM_FM0371CPF-A.pdf,Name Signature Date,Signature,False,Organization email Organization phone Energy Trust Approval Name Signature Date
371CPF-A,006_BEM_FM0371CPF-A.pdf,Signature Date,Signature,False,Authorized representative Signature Date (printed name) Representative’s title Organization name
523-C,020_CPF-Incentive-Grid-Spanish-_INFOGR_0523-Customizable.pdf,Bomba de calor sin ductos,Text Input,False,Bomba de calor sin ductos: para propietarios que califican con base en sus ingresos
Unknown,033_DHP-Engagement-Guide-Spanish_CLEAN.pdf,(Nota,Text Input,False,(Nota: La configuración de control es diferente de la velocidad del ventilador.)
Unknown,032_DHP-Engagement-Guide-English_CLEAN.pdf,(Please note,Text Input,False,(Please note: the control setting is different from the fan speed.)
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,(ejemplo,Text Input,False,"(ejemplo: placa de yeso),"
Unknown,005_2025 Specifications manual (PDF).pdf,(example,Text Input,False,(example: gypsum board)
Unknown,004_CPF-Overview-Document_For-Contractors.pdf,- 300 CPF,Text Input,False,- 300 CPF: Customer Authorization Form :
Unknown,004_CPF-Overview-Document_For-Contractors.pdf,1) 300 CPF,Text Input,False,1) 300 CPF: C ustomer Authorization form
Unknown,004_CPF-Overview-Document_For-Contractors.pdf,1. Customer Identification,Text Input,False,1. Customer Identification: The CP will identify the participant and coordinate the install
Unknown,009_No-Cost-Heat-Pump-Reference-Guide.pdf,1. No-Cost Eligibility,Text Input,False,1. No-Cost Eligibility : Customers should be asked to complete the Heat Pump Questionnaire
Unknown,008_CPF_Onboarding_Checklist.pdf,1.5 hours ☐ Step 2,Text Input,False,1.5 hours ☐ Step 2: Formal Outreach Meeting
Unknown,008_CPF_Onboarding_Checklist.pdf,1.5 hours ☐ Step 3,Text Input,False,1.5 hours ☐ Step 3: Home Energy Assessment (HEA)
Unknown,007_2025 Quality Management Policy (PDF).pdf,14APPENDIX A,Text Input,False,14APPENDIX A: CORRECTIVE ACTIONS DEFINED
Unknown,005_2025 Specifications manual (PDF).pdf,14PART 1,Text Input,False,14PART 1: WEATHERIZATION
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,14PARTE 1,Text Input,False,14PARTE 1: MEJORAS DE EFICIENCIA
Unknown,007_CPF-Onboarding-PPT.pdf,15•Customer and CP signatures are required,Signature,True,300 CPF: Page 2 Instructions 15•Customer and CP signatures are required for the initial home energy assessment. •A contractor only needs to sign if they are receiving Energy Trust incentives direct
Unknown,005_2025 Specifications manual (PDF).pdf,16AT 1.2—Passive Attic Ventilation,Text Input,False,16AT 1.2—Passive Attic Ventilation: Sizing and Distribution
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,16AT 1.2—Ventilación Pasiva del Ático,Text Input,False,16AT 1.2—Ventilación Pasiva del Ático: Tamaño y Distribución
Unknown,008_CPF_Onboarding_Checklist.pdf,2. Blue Rows,Text Input,False,2. Blue Rows: These are actions to be completed by the organization.
Unknown,004_CPF-Overview-Document_For-Contractors.pdf,2. Project Bid,Text Input,False,2. Project Bid : The CP will coordi nate a site -visit from a referred contractor to provide a
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,23AT—AISLAMIENTO DE ÁTICO,Text Input,False,23AT—AISLAMIENTO DE ÁTICO: INSTALACIÓN
Unknown,005_2025 Specifications manual (PDF).pdf,23AT—ATTIC INSULATION,Text Input,False,23AT—ATTIC INSULATION: INSTALLATION
Unknown,005_2025 Specifications manual (PDF).pdf,27MA—MANUFACTURED HOMES,Text Input,False,27MA—MANUFACTURED HOMES: GENERAL
Unknown,004_CPF-Overview-Document_For-Contractors.pdf,3. Project Installation,Text Input,False,3. Project Installation: The r eferred contractor will complete the work and ensure
Unknown,005_2025 Specifications manual (PDF).pdf,36UN—UNDERFLOOR INSULATION,Text Input,False,36UN—UNDERFLOOR INSULATION: OVERVIEW
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,37UN—AISLAMIENTO DEL SUELO,Text Input,False,37UN—AISLAMIENTO DEL SUELO: VISIÓN GENERAL
Unknown,004_CPF-Overview-Document_For-Contractors.pdf,4. Incentive Process,Text Input,False,"4. Incentive Process: To simpl ify and encourage customer participation , either the CP or"
Unknown,004_CPF-Overview-Document_For-Contractors.pdf,5. Project Documentation,Text Input,False,5. Project Documentation: CP or sub- contractor submits three documents for each
Unknown,005_2025 Specifications manual (PDF).pdf,56PART 2,Text Input,False,56PART 2: MECHANICAL SYSTEMS
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,58PARTE 2,Text Input,False,58PARTE 2: SISTEMAS MECÁNICOS
Unknown,005_2025 Specifications manual (PDF).pdf,60ILLUSTRATION DP 1.1A,Text Input,False,60ILLUSTRATION DP 1.1A: DHP-APPROVED LOCATION EXAMPLE AND MANUFACTURER
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,62ILUSTRACIÓN DP 1.1A,Text Input,False,62ILUSTRACIÓN DP 1.1A: UBICACIÓN APROBADA PARA BOMBA DE CALEFACCIÓN SIN DUCTOS
Unknown,005_2025 Specifications manual (PDF).pdf,74APPENDIX A,Text Input,False,74APPENDIX A: WEIGHTED ATTIC R-VALUE TABLES
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,76APÉNDICE A,Text Input,False,76APÉNDICE A: TABLAS DE PROMEDIO DE VALOR-R DEL ÁTICO
Unknown,005_2025 Specifications manual (PDF).pdf,78APPENDIX B,Text Input,False,78APPENDIX B: QUICK REFERENCE GUIDE
Unknown,005_2025 Specifications manual (PDF).pdf,80APPENDIX C,Text Input,False,80APPENDIX C: GLOSSARY
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,80APÉNDICE B,Text Input,False,80APÉNDICE B: GUÍA DE REFERENCIA RÁPIDA
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,82APÉNDICE C,Text Input,False,82APÉNDICE C: GLOSARIO
Unknown,005_2025 Specifications manual (PDF).pdf,84APPENDIX D,Text Input,False,84APPENDIX D: BEST PRACTICE GUIDELINES
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,87APÉNDICE D,Text Input,False,87APÉNDICE D: DIRECTRICES DE MEJORES PRÁCTICAS
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,90Regla general,Text Input,False,90Regla general: la mitad del tamaño de la abertura = NFA
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,91MEJORES PRÁCTICAS,Text Input,False,91MEJORES PRÁCTICAS: HORNOS DE CALEFACCIÓN DE GAS
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,APÉNDICE A,Text Input,False,APÉNDICE A: TABLAS DE PROMEDIO DE VALOR-R DEL ÁTICO .................................. 76
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,APÉNDICE D,Text Input,False,APÉNDICE D: DIRECTRICES DE MEJORES PRÁCTICAS ............................................... 87
Unknown,005_2025 Specifications manual (PDF).pdf,AT—ATTIC INSULATION,Text Input,False,AT—ATTIC INSULATION: OVERVIEW
Unknown,005_2025 Specifications manual (PDF).pdf,BEST PRACTICE,Text Input,False,BEST PRACTICE: AIR SEALING
Unknown,008_CPF_Onboarding_Checklist.pdf,BPI Building Science Principles Certification,Checkbox,False,☐ BPI Building Science Principles Certification
Unknown,005_2025 Specifications manual (PDF).pdf,Band joist,Text Input,False,Band joist: ¨ Between floors ¨ Penetrations
Unknown,045_Smart Thermostats.pdf,Bryant Housewise Wi -Fi Model number,Text Input,False,Bryant Housewise Wi -Fi Model number: T6 -WEM01 -A only
Unknown,008_CPF_Onboarding_Checklist.pdf,CPF Onboarding Presentation,Checkbox,False,☐ CPF Onboarding Presentation
Unknown,008_CPF_Onboarding_Checklist.pdf,CPF Overview Document,Checkbox,False,collaboration opportunities ☐ CPF Overview Document
Unknown,008_CPF_Onboarding_Checklist.pdf,CPF Overview Document (for contractors),Checkbox,False,energy upgrades and requesting incentives ☐ CPF Overview Document (for contractors)
Unknown,045_Smart Thermostats.pdf,Carrier Cor Wi -Fi Model number,Text Input,False,Carrier Cor Wi -Fi Model number: TP -WEM01 -A only
Unknown,034_Program Cost Assistance Fund Pre-Approval application.pdf,Community Partner name,Text Input,False,Community Partner name: Date:
Unknown,034_Program Cost Assistance Fund Pre-Approval application.pdf,Contact name,Text Input,False,Contact name: Phone: Email:
Unknown,007_CPF-Onboarding-PPT.pdf,Contractor Invoice Preparation,Text Input,False,Contractor Invoice Preparation: Scenario 1
Unknown,036_Service Area Map.pdf,Date,Text Input,False,Date: 7/17/2017MultnomahHood
Unknown,034_Program Cost Assistance Fund Pre-Approval application.pdf,Date(s) in the market,Text Input,False,Date(s) in the market: Estimated size:
Unknown,028_Water-Heating-Accordion-Translation.pdf,Dato divertido,Text Input,False,Dato divertido: El primer
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,Donde N es un factor de correlación,Text Input,False,Donde N es un factor de correlación: N = C x H x S
Unknown,008_CPF_Onboarding_Checklist.pdf,Earth Advantage Online Training,Checkbox,False,☐ Earth Advantage Online Training
Unknown,007_2025 Quality Management Policy (PDF).pdf,Efficient work,Text Input,False,Efficient work: Work that ensures a customer’s investment will yield an expected return.
Unknown,008_CPF_Onboarding_Checklist.pdf,Enrolled Community Partner Organization Completes Energy Upgrade Installs,Checkbox,False,N/A ☐ Enrolled Community Partner Organization Completes Energy Upgrade Installs
Unknown,008_CPF_Onboarding_Checklist.pdf,Enrolled Community Partner Organization Completes Home Energy Assessments,Checkbox,False,N/A ☐ Enrolled Community Partner Organization Completes Home Energy Assessments
Unknown,034_Program Cost Assistance Fund Pre-Approval application.pdf,Estimated cost,Text Input,False,Estimated cost: $ Quantity:
Unknown,007_CPF-Onboarding-PPT.pdf,Example,Text Input,False,Example: Co -hosted webinar or
Unknown,005_2025 Specifications manual (PDF).pdf,Exterior walls,Text Input,False,Exterior walls: ¨ Penetrations ¨ Baseboards ¨ Sill plates
Unknown,005_2025 Specifications manual (PDF).pdf,Fiberglass loose fill 2.3 Colors,Text Input,False,Fiberglass loose fill 2.3 Colors: pink/white/yellow
Unknown,005_2025 Specifications manual (PDF).pdf,For example,Text Input,False,"For example: 14.5"" x 3"" vent with a 1/8 "" mesh = 0.24 sq. ft. NFA"
Unknown,007_CPF-Onboarding-PPT.pdf,FormOptional,Text Input,False,FormOptional: DHP
Unknown,027_Water-Heating-Accordion.pdf,Fun fact,Text Input,False,Fun fact: The first
Unknown,008_CPF_Onboarding_Checklist.pdf,HEA Training Presentation (as needed),Checkbox,False,☐ HEA Training Presentation (as needed)
Unknown,007_CPF-Onboarding-PPT.pdf,HEAs,Text Input,False,HEAs: Required Paperwork Overview
Unknown,007_CPF-Onboarding-PPT.pdf,Homes must be serviced by,Text Input,False,"Homes must be serviced by: Pacific Power, PGE, Cascade"
Unknown,005_2025 Specifications manual (PDF).pdf,ILLUSTRATION DP 1.1B,Text Input,False,ILLUSTRATION DP 1.1B: DHP-APPROVED LOCATION IN A MULTI-STORY HOME
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,ILUSTRACIÓN DP 1.1B,Text Input,False,ILUSTRACIÓN DP 1.1B: EJEMPLO DE UBICACIÓN APROBADA PARA BOMBA DE CALOR
Unknown,008_CPF_Onboarding_Checklist.pdf,Intended Audience,Text Input,False,Intended Audience: Organizations enrolling in Community Partner Funding
Unknown,005_2025 Specifications manual (PDF).pdf,Knee walls,Text Input,False,Knee walls: ¨ Joist cavities ¨ Built-ins ¨ Access doors/hatches
Unknown,047_Central Air Conditioners.pdf,Lennox SIGNATURE COLLECTION SL28XCV,Signature,False,Lennox ELITE XC20 Lennox SIGNATURE COLLECTION XC21 Lennox SIGNATURE COLLECTION SL28XCV Lennox MERIT 16ACX Lennox MERIT ML14XC1
Unknown,047_Central Air Conditioners.pdf,Lennox SIGNATURE COLLECTION XC21,Signature,False,Lennox ELITE EL18XCV Lennox ELITE XC20 Lennox SIGNATURE COLLECTION XC21 Lennox SIGNATURE COLLECTION SL28XCV Lennox MERIT 16ACX
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,MA—CASAS PREFABRICADAS,Text Input,False,MA—CASAS PREFABRICADAS: ESPECIFICACIONES GENERALES ............................. 27
Unknown,005_2025 Specifications manual (PDF).pdf,MA—MANUFACTURED HOMES,Text Input,False,MA—MANUFACTURED HOMES: COMBUSTION SAFETY PROTOCOLS .................................. 32
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,MEJORES PRÁCTICAS,Text Input,False,MEJORES PRÁCTICAS: SELLADO DEL AIRE
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,Muretes,Text Input,False,Muretes: ¨ Cavidades de viguetas ¨ Empotrados ¨ Puertas de acceso/ escotillas
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,Nombre,Text Input,False,Nombre: Firma: Fecha:
Unknown,008_CPF_Onboarding_Checklist.pdf,Onboarding ☐ 300 CPF,Text Input,False,Onboarding ☐ 300 CPF: Customer Authorization
Unknown,008_CPF_Onboarding_Checklist.pdf,Organization Completes Program Enrollment,Checkbox,False,N/A ☐ Organization Completes Program Enrollment
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,PARTE 1,Text Input,False,PARTE 1: MEJORAS DE EFICIENCIA ENERGÉTICA .............................................. 14
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,Paredes exteriores,Text Input,False,Paredes exteriores: ¨ Penetraciones ¨ Zócalos ¨ Placas de umbral
Unknown,018_CPF-Home-Energy-Assessment-Flyer-Template.pdf,Paso 1,Text Input,False,Paso 1: Visita [organizationwebsite.com] o llama al [###.###.####] para ver
Unknown,018_CPF-Home-Energy-Assessment-Flyer-Template.pdf,Paso 2,Text Input,False,Paso 2: Un asesor de energía del hogar de [Participating Organization] visitará tu
Unknown,018_CPF-Home-Energy-Assessment-Flyer-Template.pdf,Paso 3,Text Input,False,Paso 3: [Participating Organization] puede conectarte con contratistas confiables
Unknown,018_CPF-Home-Energy-Assessment-Flyer-Template.pdf,Paso 4,Text Input,False,Paso 4: [Participating Organization] obtendrá acceso a los descuentos de
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,Por ejemplo,Text Input,False,"Por ejemplo: 14.5"" x 3"" respiradero con malla de 1/8"" = 0.24 pies cuadrados de NFA"
Unknown,005_2025 Specifications manual (PDF).pdf,Print Name,Text Input,False,Print Name: Signature: Date:
Unknown,005_2025 Specifications manual (PDF).pdf,Print Name: Signature: Date:,Signature,False,Print Name: Signature: Date: 27MA—MANUFACTURED HOMES: GENERAL SPECIFICATIONS
Unknown,008_CPF_Onboarding_Checklist.pdf,Program Partner Contract Discussion (optional),Checkbox,False,☐ Program Partner Contract Discussion (optional)
Unknown,007_2025 Quality Management Policy (PDF).pdf,Quality,Text Input,False,Quality: Doing work to agreed-upon standards and requirements.
Unknown,007_CPF-Onboarding-PPT.pdf,QuestionnaireTip,Text Input,False,QuestionnaireTip: Use the Adobe
Unknown,007_CPF-Onboarding-PPT.pdf,Quick Review,Text Input,False,Quick Review: Typical CPF Project
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,Relleno suelto de fibra de vidrio 2.3 Colores,Text Input,False,Relleno suelto de fibra de vidrio 2.3 Colores: rosa/blanco/amarillo
Unknown,007_CPF-Onboarding-PPT.pdf,Reminder,Text Input,False,Reminder: Project costs cannot exceed the following
Unknown,047_Central Air Conditioners.pdf,Rheem CLASSIC PLUS SERIES,Text Input,False,Rheem CLASSIC PLUS SERIES: TWO -STAGE RA17
